PHOTOELECTRIC EFFECT LAB - RAW DATA
Date: 2026-04-06 17:49:34
Portland State University Physics Dept.
Photocathode: Material #1
Work Function: 4.3700 eV
Wavelength: 4700 Angstroms
Frequency: 6.378563e+14 Hz
============================================================

Raw Current Data:
----------------------------------------
V_r (V)		I_total (A)		sigma_I (A)
1.15240		5.425153e-13		6.997002e-12
1.15548		-1.017052e-12		6.952552e-12
1.15855		-7.902870e-13		7.019008e-12
1.16162		8.546077e-13		7.135503e-12
1.16469		2.397279e-13		7.136139e-12
1.16777		4.253095e-13		6.927607e-12
1.17084		4.148866e-13		6.799443e-12
1.17391		2.941236e-14		7.047002e-12
1.17699		-7.525390e-13		7.352591e-12
1.18006		2.090723e-13		6.582677e-12
1.18313		-3.940222e-13		7.459088e-12
1.18621		1.243749e-13		6.688435e-12
1.18928		5.960888e-13		6.511680e-12
1.19235		4.181977e-13		7.424965e-12
1.19543		-7.326086e-13		7.743929e-12
1.19850		4.161599e-13		6.418248e-12
1.20157		4.282767e-13		7.393923e-12
1.20464		2.715945e-13		7.091624e-12
1.20772		-3.984919e-13		7.098895e-12
1.21079		4.811201e-13		6.636217e-12
1.21386		-1.041047e-12		6.319341e-12
1.21694		4.699054e-13		6.973632e-12
1.22001		-1.443442e-12		6.677479e-12
1.22308		-3.807455e-13		6.718168e-12
1.22616		4.066016e-13		6.834828e-12
1.22923		9.853831e-13		7.852023e-12
1.23230		8.324607e-13		7.182973e-12
1.23538		3.788791e-13		7.332265e-12
1.23845		7.581342e-13		7.335964e-12
1.24152		-1.441793e-13		7.263951e-12
1.24459		-2.620359e-14		6.641626e-12
1.24767		-1.315686e-12		7.710304e-12
1.25074		8.606392e-13		7.294643e-12
1.25381		1.732829e-12		6.160955e-12
1.25689		5.252519e-13		7.189054e-12
1.25996		-1.185940e-12		7.142098e-12
1.26303		-1.309146e-13		6.938059e-12
1.26611		1.429811e-12		6.568668e-12
1.26918		1.721529e-12		7.131047e-12
1.27225		-7.851426e-13		7.653226e-12
1.27533		2.985819e-13		6.705968e-12
1.27840		1.677202e-13		7.135550e-12
1.28147		-8.770440e-13		7.231496e-12
1.28454		1.177952e-13		7.401551e-12
1.28762		-6.927701e-13		7.236655e-12
1.29069		4.272711e-13		6.742609e-12
1.29376		-1.263486e-12		7.637213e-12
1.29684		-7.753010e-13		7.343714e-12
1.29991		-7.612629e-13		6.689348e-12
1.30298		5.317345e-13		6.977871e-12
1.30606		-1.197233e-13		6.935484e-12
1.30913		-5.916503e-13		7.454269e-12
1.31220		8.417919e-13		6.923186e-12
1.31528		4.647751e-13		6.426101e-12
1.31835		5.014055e-13		7.261300e-12
1.32142		2.164178e-14		6.841769e-12
1.32449		6.943720e-14		6.498648e-12
1.32757		-1.041297e-12		6.722933e-12
1.33064		-2.797649e-14		6.910135e-12
1.33371		-4.426558e-13		6.719478e-12
1.33679		-1.148905e-12		7.363465e-12
1.33986		-8.343337e-13		7.321974e-12
1.34293		4.460745e-14		7.081696e-12
1.34601		5.900692e-13		6.536070e-12
1.34908		4.125866e-13		7.156421e-12
1.35215		-6.520534e-14		6.871127e-12
1.35523		-7.575041e-13		6.639984e-12
1.35830		-2.775766e-13		7.697683e-12
1.36137		3.492201e-13		6.739884e-12
1.36444		-6.997408e-13		7.290388e-12
1.36752		-1.652018e-12		7.145181e-12
1.37059		4.451679e-14		7.250199e-12
1.37366		-3.066614e-13		7.256758e-12
1.37674		4.956575e-13		6.918265e-12
1.37981		1.000682e-12		7.308177e-12
1.38288		1.711932e-13		6.981530e-12
1.38596		7.360076e-15		6.663190e-12
1.38903		4.064841e-13		6.720868e-12
1.39210		-2.670876e-13		6.918784e-12
1.39518		6.294624e-13		6.985283e-12
1.39825		-1.481726e-12		7.749265e-12
1.40132		2.538938e-13		6.870323e-12
1.40439		-2.279536e-13		7.097129e-12
1.40747		-1.391589e-12		6.305618e-12
1.41054		3.383247e-13		7.440246e-12
1.41361		-1.503678e-13		6.856251e-12
1.41669		-2.649905e-13		6.897872e-12
1.41976		1.382252e-12		7.054711e-12
1.42283		-2.066429e-13		7.363478e-12
1.42591		-1.270453e-12		7.945794e-12
1.42898		3.054135e-13		7.200923e-12
1.43205		6.486059e-13		7.596686e-12
1.43513		5.916791e-13		7.296542e-12
1.43820		-5.976096e-14		7.179914e-12
1.44127		-4.825014e-13		7.128637e-12
1.44434		1.146588e-12		6.957111e-12
1.44742		1.252536e-12		6.612739e-12
1.45049		5.209058e-13		6.955016e-12
1.45356		-3.839987e-14		6.685695e-12
1.45664		1.309497e-13		7.181591e-12
1.45971		6.904595e-14		7.157509e-12
1.46278		-8.432504e-13		7.122669e-12
1.46586		4.796378e-13		7.621030e-12
1.46893		3.631875e-13		6.539796e-12
1.47200		-3.376703e-13		7.957243e-12
1.47508		-5.014904e-13		7.057655e-12
1.47815		-6.048599e-13		7.302347e-12
1.48122		-2.644527e-13		6.892600e-12
1.48429		-3.892008e-13		6.402197e-12
1.48737		1.051626e-12		7.025823e-12
1.49044		1.817786e-14		7.242170e-12
1.49351		1.444399e-12		7.281604e-12
1.49659		-8.549364e-13		7.622177e-12
1.49966		8.222822e-13		6.625900e-12
1.50273		-5.905208e-13		7.086431e-12
1.50581		9.703967e-13		7.073456e-12
1.50888		-4.386336e-13		6.552189e-12
1.51195		1.623052e-13		7.334239e-12
1.51503		-7.735070e-13		6.639275e-12
1.51810		9.035375e-13		6.901775e-12
1.52117		5.528188e-13		7.539145e-12
1.52424		3.855240e-13		6.887953e-12
1.52732		-2.912951e-13		7.131794e-12
1.53039		2.713719e-13		7.761922e-12
1.53346		-5.102487e-13		7.326688e-12
1.53654		5.332112e-13		7.566181e-12
1.53961		2.497754e-13		7.487703e-12
1.54268		1.604454e-12		7.202489e-12
1.54576		-7.546241e-13		7.211267e-12
1.54883		8.137649e-13		6.949530e-12
1.55190		3.522352e-13		7.089251e-12
1.55497		4.184087e-13		7.885485e-12
1.55805		-3.565836e-13		7.454133e-12
1.56112		2.727620e-13		6.853504e-12
1.56419		-1.690876e-14		6.787104e-12
1.56727		2.947598e-13		7.335054e-12
1.57034		-4.152470e-13		7.464191e-12
1.57341		3.928956e-13		7.789521e-12
1.57649		-2.480128e-13		7.259170e-12
1.57956		2.186730e-14		6.836638e-12
1.58263		-4.686779e-13		7.576329e-12
1.58571		-6.725789e-13		7.631663e-12
1.58878		2.675182e-14		7.157165e-12
1.59185		-1.066350e-12		7.383795e-12
1.59492		4.045323e-13		7.658250e-12
1.59800		1.388498e-12		7.094711e-12
1.60107		-3.081725e-15		7.268303e-12
1.60414		-7.045808e-13		7.652372e-12
1.60722		3.469676e-13		7.043245e-12
1.61029		-6.461187e-13		7.039379e-12
1.61336		-4.353795e-13		7.575186e-12
1.61644		-4.579230e-13		7.301234e-12
1.61951		-3.726285e-13		6.387754e-12
1.62258		-1.431366e-12		7.515544e-12
1.62566		-6.917986e-13		6.208742e-12
1.62873		-9.297199e-14		7.380280e-12
1.63180		-1.136721e-13		7.098098e-12
1.63487		-4.079017e-13		6.969223e-12
1.63795		-1.316863e-13		6.783403e-12
1.64102		5.537172e-13		6.532529e-12
1.64409		-2.300646e-13		7.625186e-12
1.64717		1.461536e-12		6.962104e-12
1.65024		-1.631563e-12		7.313322e-12
1.65331		-2.315546e-13		7.812033e-12
1.65639		8.414976e-14		6.854846e-12
1.65946		7.755379e-13		7.885858e-12
1.66253		-2.299262e-13		7.371572e-12
1.66561		1.986857e-12		7.284603e-12
1.66868		-1.106054e-12		6.892940e-12
1.67175		-8.229340e-14		7.342449e-12
1.67482		2.294948e-12		7.260191e-12
1.67790		-2.044815e-13		7.473284e-12
1.68097		-6.088297e-13		7.027755e-12
1.68404		-1.842220e-13		7.067461e-12
1.68712		1.351429e-15		6.608359e-12
1.69019		-5.126267e-13		7.348155e-12
1.69326		1.285127e-12		7.095969e-12
1.69634		-3.250233e-13		7.078203e-12
1.69941		-3.541900e-13		7.072637e-12
1.70248		-5.053472e-14		7.848547e-12
1.70556		-5.553506e-13		6.934945e-12
1.70863		1.163046e-12		6.932749e-12
1.71170		-3.451584e-13		7.139725e-12
1.71477		-6.274029e-13		7.211461e-12
1.71785		-7.031506e-13		6.666489e-12
1.72092		3.450079e-13		7.165382e-12
1.72399		1.220761e-13		6.851769e-12
1.72707		-6.197289e-13		6.818574e-12
1.73014		-8.662278e-13		7.551284e-12
1.73321		4.902662e-13		7.474110e-12
1.73629		-6.266261e-14		7.350544e-12
1.73936		5.820314e-13		6.907647e-12
1.74243		9.332497e-13		6.504212e-12
1.74551		1.464897e-13		7.694103e-12
1.74858		-7.049219e-13		7.074515e-12
1.75165		1.898008e-13		7.196656e-12
1.75472		2.510568e-13		7.245630e-12
1.75780		-3.103040e-13		7.404132e-12
1.76087		1.966099e-13		7.350589e-12
1.76394		-1.128887e-13		7.150031e-12
1.76702		2.536391e-14		6.921130e-12
1.77009		9.109197e-13		7.475554e-12
1.77316		-9.287006e-13		6.654367e-12
1.77624		-7.975553e-13		7.220504e-12
1.77931		1.022126e-12		7.579337e-12
1.78238		4.538389e-13		6.881485e-12
1.78546		-5.974229e-13		6.470926e-12
1.78853		4.962558e-13		6.807028e-12
1.79160		-1.045309e-12		6.705363e-12
1.79467		1.198927e-12		6.380992e-12
1.79775		1.011260e-13		7.167706e-12
1.80082		-4.623845e-13		7.557080e-12
1.80389		-4.317775e-13		7.469526e-12
1.80697		1.067918e-12		6.827671e-12
1.81004		-2.160688e-13		7.274512e-12
1.81311		-2.762587e-13		6.834607e-12
1.81619		2.035075e-13		7.385966e-12
1.81926		1.024565e-13		6.676358e-12
1.82233		-1.918799e-12		7.017723e-12
1.82541		1.459114e-13		7.646874e-12
1.82848		-9.595462e-13		6.390764e-12
1.83155		1.095735e-12		7.246553e-12
1.83462		-8.770481e-13		6.672217e-12
1.83770		-9.784834e-13		7.434736e-12
1.84077		-1.437459e-12		6.624979e-12
1.84384		-5.886626e-13		7.028584e-12
1.84692		1.106240e-12		6.328874e-12
1.84999		-3.143037e-13		7.347864e-12
1.85306		8.810292e-13		7.275384e-12
1.85614		4.792159e-13		7.617562e-12
1.85921		-1.255814e-13		6.635223e-12
1.86228		-2.772017e-13		7.105385e-12
1.86536		-7.484937e-13		7.402163e-12
1.86843		1.319452e-13		7.166398e-12
1.87150		1.041660e-12		6.739337e-12
1.87457		-6.088482e-13		7.016053e-12
1.87765		-7.998555e-13		6.890532e-12
1.88072		-1.016347e-13		6.984335e-12
1.88379		-2.812831e-14		7.542583e-12
1.88687		1.444521e-13		6.640586e-12
1.88994		-8.006065e-13		7.152391e-12
1.89301		-1.361274e-12		6.966809e-12
1.89609		7.948189e-14		7.277295e-12
1.89916		-1.105980e-12		6.149507e-12
1.90223		-3.501141e-13		7.608863e-12
1.90531		8.632674e-13		6.744913e-12
1.90838		3.546234e-13		7.260613e-12
1.91145		-2.410613e-13		7.634999e-12
1.91452		-1.426464e-14		7.194934e-12
1.91760		-1.785610e-13		7.130507e-12
1.92067		3.148908e-13		6.995231e-12
1.92374		3.018672e-13		7.302260e-12
1.92682		-2.453943e-13		6.521088e-12
1.92989		3.077787e-13		7.775199e-12
1.93296		-4.772922e-13		6.840782e-12
1.93604		5.143843e-13		7.078254e-12
1.93911		-5.232722e-15		6.822388e-12
1.94218		-8.553486e-13		8.479361e-12
1.94526		6.749293e-13		7.423786e-12
1.94833		-9.733491e-15		6.817689e-12
