PHOTOELECTRIC EFFECT LAB - RAW DATA
Date: 2026-04-06 17:28:36
Portland State University Physics Dept.
Photocathode: Material #1
Work Function: 4.3700 eV
Wavelength: 2700 Angstroms
Frequency: 1.110342e+15 Hz
============================================================

Raw Current Data:
----------------------------------------
V_r (V)		I_total (A)		sigma_I (A)
0.01289		1.133776e-08		3.550668e-09
0.01312		1.083541e-08		3.546120e-09
0.01335		1.082208e-08		3.260903e-09
0.01358		1.078460e-08		3.296129e-09
0.01381		1.051878e-08		3.433501e-09
0.01404		1.139131e-08		3.684088e-09
0.01427		1.076475e-08		3.733044e-09
0.01450		1.037379e-08		3.778116e-09
0.01473		1.048631e-08		3.636134e-09
0.01496		1.073170e-08		3.407608e-09
0.01520		1.044017e-08		3.345449e-09
0.01543		1.120613e-08		3.524960e-09
0.01566		1.131400e-08		3.221287e-09
0.01589		1.070876e-08		2.993499e-09
0.01612		1.097063e-08		3.299603e-09
0.01635		1.102884e-08		3.280061e-09
0.01658		1.092708e-08		3.425495e-09
0.01681		1.097141e-08		3.392794e-09
0.01704		1.111365e-08		3.886489e-09
0.01727		1.063781e-08		3.316362e-09
0.01750		1.073500e-08		3.266130e-09
0.01773		1.059424e-08		3.628660e-09
0.01796		1.129829e-08		3.525192e-09
0.01819		1.117419e-08		3.526424e-09
0.01842		1.086197e-08		3.578473e-09
0.01865		1.064520e-08		3.508165e-09
0.01888		1.039703e-08		3.718132e-09
0.01911		1.070986e-08		3.560721e-09
0.01934		1.010358e-08		3.208668e-09
0.01957		1.052108e-08		3.384548e-09
0.01980		1.086973e-08		3.187368e-09
0.02003		1.065838e-08		3.385007e-09
0.02026		1.042719e-08		3.405793e-09
0.02049		1.057469e-08		3.274730e-09
0.02072		1.090121e-08		3.309501e-09
0.02095		1.116610e-08		3.465334e-09
0.02118		1.101984e-08		3.615506e-09
0.02141		1.007150e-08		3.683578e-09
0.02164		1.018390e-08		3.462300e-09
0.02187		1.080913e-08		3.578101e-09
0.02210		1.041732e-08		3.570407e-09
0.02233		1.031453e-08		3.264069e-09
0.02256		1.097691e-08		3.670861e-09
0.02279		1.142440e-08		3.432583e-09
0.02302		1.091768e-08		3.076521e-09
0.02325		1.078363e-08		3.434775e-09
0.02348		1.083912e-08		3.501394e-09
0.02371		1.097939e-08		3.148376e-09
0.02394		1.092530e-08		3.551856e-09
0.02417		1.082426e-08		3.289740e-09
0.02440		1.115036e-08		3.274450e-09
0.02463		1.120182e-08		3.270238e-09
0.02486		1.122922e-08		3.802090e-09
0.02510		1.166893e-08		3.557283e-09
0.02533		1.149462e-08		3.366179e-09
0.02556		1.160759e-08		3.397694e-09
0.02579		1.038440e-08		3.517954e-09
0.02602		1.127615e-08		3.588148e-09
0.02625		1.096831e-08		3.535093e-09
0.02648		1.098165e-08		3.402521e-09
0.02671		1.007319e-08		3.303541e-09
0.02694		1.038505e-08		3.548946e-09
0.02717		1.056601e-08		3.282713e-09
0.02740		1.110385e-08		3.333323e-09
0.02763		1.069982e-08		3.372496e-09
0.02786		1.066201e-08		3.548953e-09
0.02809		1.128945e-08		3.477509e-09
0.02832		1.080531e-08		3.374277e-09
0.02855		1.073170e-08		3.333687e-09
0.02878		1.074631e-08		3.234908e-09
0.02901		1.112440e-08		3.388224e-09
0.02924		1.054333e-08		3.439526e-09
0.02947		1.085313e-08		3.615971e-09
0.02970		1.030102e-08		3.319507e-09
0.02993		1.003258e-08		3.163656e-09
0.03016		1.058951e-08		3.303903e-09
0.03039		1.106873e-08		3.284634e-09
0.03062		1.106827e-08		3.302320e-09
0.03085		1.052557e-08		3.505789e-09
0.03108		1.064909e-08		3.226544e-09
0.03131		1.105443e-08		3.591521e-09
0.03154		1.108848e-08		3.335516e-09
0.03177		1.069987e-08		3.218332e-09
0.03200		1.102357e-08		3.326150e-09
0.03223		1.043312e-08		3.676905e-09
0.03246		1.099873e-08		3.058640e-09
0.03269		1.071984e-08		3.462222e-09
0.03292		1.065568e-08		3.204123e-09
0.03315		1.050466e-08		3.578718e-09
0.03338		9.763991e-09		3.170594e-09
0.03361		1.056609e-08		3.231265e-09
0.03384		1.061550e-08		3.334834e-09
0.03407		1.054347e-08		3.338229e-09
0.03430		1.019781e-08		3.224025e-09
0.03453		1.103359e-08		3.185718e-09
0.03476		1.085908e-08		3.292069e-09
0.03499		1.053292e-08		3.545110e-09
0.03523		1.097378e-08		3.246762e-09
0.03546		1.060427e-08		3.353476e-09
0.03569		1.076118e-08		3.292798e-09
0.03592		1.060938e-08		3.187202e-09
0.03615		1.054100e-08		3.504497e-09
0.03638		1.022488e-08		3.399287e-09
0.03661		1.073574e-08		3.399449e-09
0.03684		1.105271e-08		3.257093e-09
0.03707		1.037328e-08		3.402042e-09
0.03730		1.016828e-08		3.440919e-09
0.03753		1.070362e-08		3.359512e-09
0.03776		1.075111e-08		3.468620e-09
0.03799		1.120291e-08		3.232093e-09
0.03822		1.054033e-08		3.290080e-09
0.03845		1.081054e-08		3.498136e-09
0.03868		1.145479e-08		3.437323e-09
0.03891		9.645711e-09		3.248163e-09
0.03914		1.029535e-08		3.454373e-09
0.03937		1.026000e-08		3.241454e-09
0.03960		1.087314e-08		2.926205e-09
0.03983		1.058660e-08		3.512898e-09
0.04006		1.028627e-08		3.445059e-09
0.04029		1.031900e-08		2.990731e-09
0.04052		1.071636e-08		3.241248e-09
0.04075		1.091296e-08		3.141895e-09
0.04098		1.091206e-08		3.499847e-09
0.04121		1.059739e-08		3.176804e-09
0.04144		1.093752e-08		3.323383e-09
0.04167		1.055684e-08		3.066475e-09
0.04190		1.065548e-08		3.451280e-09
0.04213		1.026102e-08		3.191502e-09
0.04236		9.900147e-09		3.329421e-09
0.04259		1.079148e-08		3.078201e-09
0.04282		1.078252e-08		3.524638e-09
0.04305		1.105710e-08		3.279150e-09
0.04328		1.065778e-08		3.304550e-09
0.04351		1.002056e-08		3.252473e-09
0.04374		1.057315e-08		3.267624e-09
0.04397		1.044639e-08		3.439396e-09
0.04420		9.982032e-09		3.048919e-09
0.04443		1.028819e-08		3.297607e-09
0.04466		1.038128e-08		3.291110e-09
0.04489		1.048052e-08		3.129365e-09
0.04513		1.044976e-08		3.096931e-09
0.04536		1.036020e-08		3.302587e-09
0.04559		1.069366e-08		3.050444e-09
0.04582		1.045144e-08		3.540269e-09
0.04605		1.079887e-08		3.004292e-09
0.04628		1.035174e-08		3.258617e-09
0.04651		1.023909e-08		3.086377e-09
0.04674		1.093998e-08		3.281291e-09
0.04697		1.010731e-08		3.369147e-09
0.04720		1.018914e-08		3.465748e-09
0.04743		9.812932e-09		3.422528e-09
0.04766		1.016116e-08		3.341843e-09
0.04789		1.012949e-08		3.045423e-09
0.04812		1.079221e-08		3.521213e-09
0.04835		1.004375e-08		3.406229e-09
0.04858		1.067899e-08		3.308323e-09
0.04881		1.103506e-08		3.100352e-09
0.04904		1.019375e-08		3.127227e-09
0.04927		1.043908e-08		2.970459e-09
0.04950		1.035075e-08		3.362693e-09
0.04973		1.004536e-08		2.978794e-09
0.04996		1.050539e-08		3.351112e-09
0.05019		1.028156e-08		3.344930e-09
0.05042		1.037179e-08		3.654174e-09
0.05065		1.019788e-08		3.324423e-09
0.05088		9.969614e-09		3.080744e-09
0.05111		1.025944e-08		3.201927e-09
0.05134		9.984037e-09		3.133010e-09
0.05157		1.073712e-08		3.049926e-09
0.05180		1.016169e-08		3.161663e-09
0.05203		1.035708e-08		3.151916e-09
0.05226		9.570618e-09		3.140873e-09
0.05249		1.029723e-08		3.364583e-09
0.05272		1.067054e-08		3.222732e-09
0.05295		1.011684e-08		2.980434e-09
0.05318		9.709700e-09		3.158023e-09
0.05341		1.001683e-08		3.633148e-09
0.05364		1.034994e-08		3.412534e-09
0.05387		1.007776e-08		3.262240e-09
0.05410		9.844739e-09		3.107585e-09
0.05433		1.029851e-08		3.281429e-09
0.05456		1.002492e-08		3.053248e-09
0.05479		1.066197e-08		3.125028e-09
0.05503		1.023419e-08		3.191012e-09
0.05526		1.022293e-08		3.494878e-09
0.05549		1.035858e-08		3.080050e-09
0.05572		1.032310e-08		3.160535e-09
0.05595		1.048919e-08		3.020326e-09
0.05618		1.042749e-08		3.380084e-09
0.05641		1.033495e-08		3.242648e-09
0.05664		1.071714e-08		3.237102e-09
0.05687		1.045220e-08		3.248566e-09
0.05710		1.028008e-08		3.405102e-09
0.05733		1.015334e-08		3.168041e-09
0.05756		9.627010e-09		3.052298e-09
0.05779		1.064692e-08		3.147613e-09
0.05802		9.597906e-09		3.405566e-09
0.05825		9.630764e-09		3.072457e-09
0.05848		9.674910e-09		3.360464e-09
0.05871		1.053505e-08		3.048726e-09
0.05894		9.680846e-09		3.250580e-09
0.05917		1.047641e-08		3.032420e-09
0.05940		9.638217e-09		3.253474e-09
0.05963		9.781817e-09		3.053233e-09
0.05986		9.757220e-09		3.113557e-09
0.06009		9.957968e-09		2.952457e-09
0.06032		9.894195e-09		3.049616e-09
0.06055		1.025728e-08		3.102090e-09
0.06078		1.056349e-08		3.238257e-09
0.06101		1.018182e-08		3.003767e-09
0.06124		1.019617e-08		3.272568e-09
0.06147		1.042652e-08		3.133334e-09
0.06170		1.047436e-08		3.030014e-09
0.06193		9.967142e-09		3.226146e-09
0.06216		1.005374e-08		2.659541e-09
0.06239		1.008538e-08		2.910859e-09
0.06262		9.998903e-09		3.006664e-09
0.06285		1.045638e-08		3.048384e-09
0.06308		9.098688e-09		2.933580e-09
0.06331		9.885774e-09		3.043172e-09
0.06354		9.479083e-09		2.955232e-09
0.06377		9.910629e-09		3.110704e-09
0.06400		9.606133e-09		2.920366e-09
0.06423		9.912137e-09		3.150991e-09
0.06446		9.098985e-09		2.941683e-09
0.06469		1.009229e-08		3.148941e-09
0.06492		1.000421e-08		3.306795e-09
0.06516		9.661230e-09		3.121009e-09
0.06539		1.009833e-08		3.116200e-09
0.06562		1.012296e-08		2.945207e-09
0.06585		9.864544e-09		2.884792e-09
0.06608		9.914143e-09		3.286483e-09
0.06631		9.578277e-09		3.232328e-09
0.06654		9.335232e-09		3.075113e-09
0.06677		9.848718e-09		2.688261e-09
0.06700		9.514781e-09		3.184803e-09
0.06723		9.966402e-09		3.271173e-09
0.06746		9.717310e-09		3.016521e-09
0.06769		8.928437e-09		3.033945e-09
0.06792		9.299086e-09		2.915512e-09
0.06815		9.644402e-09		3.050631e-09
0.06838		9.153038e-09		2.918186e-09
0.06861		9.890185e-09		3.115825e-09
0.06884		9.222284e-09		3.212707e-09
0.06907		9.508088e-09		3.031277e-09
0.06930		9.635833e-09		2.813086e-09
0.06953		9.280434e-09		3.322894e-09
0.06976		9.402820e-09		3.246711e-09
0.06999		9.409016e-09		3.256556e-09
0.07022		9.399249e-09		2.957167e-09
0.07045		9.486619e-09		3.190679e-09
0.07068		1.013033e-08		3.080636e-09
0.07091		9.910690e-09		2.943734e-09
0.07114		9.650930e-09		2.957509e-09
0.07137		9.458720e-09		3.159478e-09
0.07160		9.639767e-09		2.968132e-09
0.07183		9.993443e-09		2.925784e-09
0.07206		9.983262e-09		3.081479e-09
0.07229		9.584515e-09		3.184178e-09
0.07252		9.453838e-09		2.911546e-09
0.07275		9.863906e-09		3.291562e-09
0.07298		9.335231e-09		2.866146e-09
0.07321		9.191713e-09		3.124990e-09
0.07344		9.112579e-09		3.152193e-09
0.07367		9.433265e-09		3.246778e-09
0.07390		9.247353e-09		2.986247e-09
0.07413		8.946464e-09		2.964108e-09
0.07436		9.068063e-09		2.991178e-09
0.07459		9.883580e-09		3.082620e-09
0.07482		9.585851e-09		3.008265e-09
0.07506		9.611658e-09		3.035057e-09
0.07529		9.284831e-09		2.983558e-09
0.07552		8.675443e-09		3.006547e-09
0.07575		9.703525e-09		2.926346e-09
0.07598		9.033793e-09		3.038581e-09
0.07621		9.326539e-09		3.034480e-09
0.07644		9.433806e-09		3.011602e-09
0.07667		9.402779e-09		3.026902e-09
0.07690		9.199455e-09		3.334799e-09
0.07713		9.723489e-09		2.738131e-09
0.07736		9.041449e-09		2.976516e-09
0.07759		9.088871e-09		3.024956e-09
0.07782		9.563260e-09		2.848977e-09
0.07805		9.853028e-09		3.017452e-09
0.07828		9.180860e-09		2.898977e-09
0.07851		9.328620e-09		3.036986e-09
0.07874		8.961612e-09		2.907411e-09
0.07897		9.288048e-09		2.786211e-09
0.07920		9.211126e-09		2.868646e-09
0.07943		9.380019e-09		2.872802e-09
0.07966		8.833987e-09		2.954451e-09
0.07989		9.246636e-09		3.053423e-09
0.08012		9.469403e-09		3.152580e-09
0.08035		9.307725e-09		2.979734e-09
0.08058		9.189642e-09		3.096251e-09
0.08081		1.002608e-08		2.815386e-09
0.08104		9.233620e-09		3.064451e-09
0.08127		9.093762e-09		2.819909e-09
0.08150		9.333059e-09		2.947543e-09
0.08173		9.304041e-09		2.928765e-09
0.08196		9.231245e-09		2.852971e-09
0.08219		9.246279e-09		2.849190e-09
0.08242		9.377790e-09		3.021526e-09
0.08265		9.296126e-09		3.060019e-09
0.08288		9.624724e-09		3.124209e-09
0.08311		8.940336e-09		2.794072e-09
0.08334		9.229858e-09		2.745447e-09
0.08357		9.185140e-09		2.801157e-09
0.08380		9.214536e-09		2.774663e-09
0.08403		8.801745e-09		2.717949e-09
0.08426		9.335601e-09		2.814805e-09
0.08449		8.886116e-09		2.892582e-09
0.08472		9.111795e-09		2.711043e-09
0.08495		8.978103e-09		2.776548e-09
0.08519		9.478776e-09		3.010653e-09
0.08542		9.013550e-09		3.153231e-09
0.08565		9.244503e-09		2.897317e-09
0.08588		9.717384e-09		3.020355e-09
0.08611		9.276660e-09		2.956155e-09
0.08634		9.075667e-09		3.114290e-09
0.08657		9.174333e-09		3.086172e-09
0.08680		8.780328e-09		2.948781e-09
0.08703		8.746646e-09		2.704885e-09
0.08726		8.584800e-09		2.947282e-09
0.08749		8.760091e-09		2.891678e-09
0.08772		8.418468e-09		2.571375e-09
0.08795		9.285721e-09		2.855403e-09
0.08818		8.774896e-09		2.661965e-09
0.08841		9.072951e-09		2.648020e-09
0.08864		8.331011e-09		2.865989e-09
0.08887		9.224779e-09		2.860294e-09
0.08910		8.721790e-09		2.699432e-09
0.08933		9.393356e-09		3.000874e-09
0.08956		8.860965e-09		2.821355e-09
0.08979		8.624649e-09		2.683232e-09
0.09002		8.831631e-09		2.779783e-09
0.09025		8.996378e-09		2.523979e-09
0.09048		8.614991e-09		2.705502e-09
0.09071		8.738056e-09		2.877294e-09
0.09094		9.252767e-09		2.800705e-09
0.09117		8.997351e-09		2.742509e-09
0.09140		8.454125e-09		2.803684e-09
0.09163		8.500820e-09		2.921981e-09
0.09186		9.326403e-09		2.636159e-09
0.09209		8.393544e-09		2.848679e-09
0.09232		8.945665e-09		3.026346e-09
0.09255		8.408752e-09		2.480496e-09
0.09278		8.910427e-09		2.918646e-09
0.09301		8.749246e-09		2.498101e-09
0.09324		7.890638e-09		2.744136e-09
0.09347		9.221348e-09		2.438013e-09
0.09370		8.935176e-09		2.669562e-09
0.09393		8.599477e-09		2.682135e-09
0.09416		8.949440e-09		2.585894e-09
0.09439		8.200640e-09		2.649273e-09
0.09462		8.677247e-09		2.789546e-09
0.09485		8.840546e-09		2.890104e-09
0.09509		8.771496e-09		2.556587e-09
0.09532		8.141046e-09		2.693732e-09
0.09555		9.149991e-09		2.637640e-09
0.09578		8.482607e-09		2.720237e-09
0.09601		8.988047e-09		2.727723e-09
0.09624		8.518658e-09		2.882168e-09
0.09647		7.691785e-09		2.555440e-09
0.09670		8.527034e-09		2.798489e-09
0.09693		8.840854e-09		2.491416e-09
0.09716		8.451823e-09		2.673614e-09
0.09739		8.347271e-09		2.664714e-09
0.09762		8.591662e-09		2.650762e-09
0.09785		8.458109e-09		2.518986e-09
0.09808		8.684239e-09		2.575423e-09
0.09831		7.803978e-09		2.665279e-09
0.09854		8.101351e-09		2.802275e-09
0.09877		7.817813e-09		2.848072e-09
0.09900		8.677756e-09		2.627733e-09
0.09923		8.486760e-09		2.538447e-09
0.09946		8.401565e-09		2.722264e-09
0.09969		8.231375e-09		2.731505e-09
0.09992		8.224651e-09		2.682228e-09
0.10015		7.836320e-09		2.701279e-09
0.10038		8.579869e-09		2.467631e-09
0.10061		8.786780e-09		2.700594e-09
0.10084		8.474289e-09		2.824231e-09
0.10107		8.182306e-09		2.637475e-09
0.10130		8.562182e-09		2.597582e-09
0.10153		8.501420e-09		2.627268e-09
0.10176		8.388675e-09		2.987975e-09
0.10199		7.870438e-09		2.478192e-09
0.10222		8.569200e-09		2.649808e-09
0.10245		8.534583e-09		2.539719e-09
0.10268		8.201154e-09		2.626156e-09
0.10291		8.345725e-09		2.598100e-09
0.10314		8.033695e-09		2.896154e-09
0.10337		8.250931e-09		2.698521e-09
0.10360		8.258807e-09		2.539347e-09
0.10383		8.434111e-09		2.526174e-09
0.10406		8.121279e-09		2.533408e-09
0.10429		8.075325e-09		2.805995e-09
0.10452		8.010225e-09		2.472950e-09
0.10475		8.070110e-09		2.448997e-09
0.10498		8.299687e-09		2.453487e-09
0.10522		7.921971e-09		2.541937e-09
0.10545		7.799031e-09		2.654269e-09
0.10568		8.170219e-09		2.335453e-09
0.10591		7.520250e-09		2.443575e-09
0.10614		8.053784e-09		2.694396e-09
0.10637		7.850077e-09		2.448563e-09
0.10660		8.193279e-09		2.503127e-09
0.10683		7.978993e-09		2.383957e-09
0.10706		7.768419e-09		2.425273e-09
0.10729		8.141535e-09		2.497382e-09
0.10752		7.577260e-09		2.441244e-09
0.10775		8.230532e-09		2.632207e-09
0.10798		7.462758e-09		2.374479e-09
0.10821		8.286574e-09		2.662537e-09
0.10844		8.614209e-09		2.673348e-09
0.10867		7.977035e-09		2.350664e-09
0.10890		7.668173e-09		2.625940e-09
0.10913		7.715939e-09		2.494390e-09
0.10936		8.440304e-09		2.476162e-09
0.10959		7.674907e-09		2.252094e-09
0.10982		8.187310e-09		2.363458e-09
0.11005		7.376289e-09		2.325389e-09
0.11028		8.077443e-09		2.445443e-09
0.11051		8.000245e-09		2.532741e-09
0.11074		8.097644e-09		2.478447e-09
0.11097		7.960739e-09		2.426333e-09
0.11120		8.114792e-09		2.410019e-09
0.11143		7.934569e-09		2.648138e-09
0.11166		7.979980e-09		2.553789e-09
0.11189		7.951772e-09		2.525027e-09
0.11212		7.856631e-09		2.583992e-09
0.11235		7.682374e-09		2.222088e-09
0.11258		7.787747e-09		2.395098e-09
0.11281		7.747441e-09		2.549200e-09
0.11304		8.033350e-09		2.362345e-09
0.11327		7.535225e-09		2.447297e-09
0.11350		7.981537e-09		2.731532e-09
0.11373		7.919078e-09		2.611731e-09
0.11396		7.944703e-09		2.219732e-09
0.11419		7.840821e-09		2.277236e-09
0.11442		7.835876e-09		2.475162e-09
0.11465		7.743798e-09		2.290337e-09
0.11488		7.219721e-09		2.227114e-09
0.11512		8.018383e-09		2.382780e-09
0.11535		7.673493e-09		2.353037e-09
0.11558		7.791063e-09		2.437023e-09
0.11581		7.245223e-09		2.700123e-09
0.11604		7.497771e-09		2.288851e-09
0.11627		7.019535e-09		2.364160e-09
0.11650		7.436998e-09		2.499537e-09
0.11673		7.529313e-09		2.354228e-09
0.11696		7.236824e-09		2.100086e-09
0.11719		7.967821e-09		2.232064e-09
0.11742		7.315570e-09		2.334612e-09
0.11765		7.336033e-09		2.509469e-09
0.11788		7.264672e-09		2.446676e-09
0.11811		7.455724e-09		2.311758e-09
0.11834		7.353103e-09		2.445797e-09
0.11857		7.402334e-09		2.316307e-09
0.11880		7.216981e-09		2.219289e-09
0.11903		7.900099e-09		2.348503e-09
0.11926		7.563088e-09		2.464888e-09
0.11949		7.048969e-09		2.262251e-09
0.11972		7.290781e-09		2.381425e-09
0.11995		7.350817e-09		2.177931e-09
0.12018		7.003836e-09		2.102318e-09
0.12041		7.011661e-09		2.407673e-09
0.12064		7.260954e-09		2.362770e-09
0.12087		7.425408e-09		2.482060e-09
0.12110		7.412837e-09		2.244637e-09
0.12133		7.158212e-09		2.246846e-09
0.12156		6.504638e-09		2.284709e-09
0.12179		7.333147e-09		2.187477e-09
0.12202		7.418533e-09		2.390131e-09
0.12225		7.177838e-09		2.214582e-09
0.12248		7.366131e-09		2.404185e-09
0.12271		7.091633e-09		2.386503e-09
0.12294		7.315812e-09		2.067789e-09
0.12317		7.326204e-09		2.113873e-09
0.12340		7.165272e-09		2.324017e-09
0.12363		7.533541e-09		2.319092e-09
0.12386		6.719812e-09		2.164722e-09
0.12409		7.224840e-09		2.208489e-09
0.12432		7.350005e-09		2.001569e-09
0.12455		7.377170e-09		2.303116e-09
0.12478		6.965115e-09		2.301235e-09
0.12502		6.611572e-09		2.163554e-09
0.12525		7.214421e-09		2.385653e-09
0.12548		6.959039e-09		2.237100e-09
0.12571		6.571304e-09		2.096565e-09
0.12594		6.942054e-09		2.199116e-09
0.12617		7.007414e-09		2.167733e-09
0.12640		6.946586e-09		2.017467e-09
0.12663		6.764747e-09		2.195751e-09
0.12686		7.085424e-09		1.979854e-09
0.12709		6.561162e-09		2.127213e-09
0.12732		7.307887e-09		2.042185e-09
0.12755		7.257594e-09		2.250642e-09
0.12778		7.022450e-09		2.328292e-09
0.12801		6.627192e-09		2.318970e-09
0.12824		6.757459e-09		2.280540e-09
0.12847		6.871867e-09		2.073054e-09
0.12870		7.132089e-09		2.228289e-09
0.12893		7.248263e-09		2.075977e-09
0.12916		6.672538e-09		2.277180e-09
0.12939		6.929934e-09		2.201028e-09
0.12962		6.534562e-09		2.305401e-09
0.12985		6.579088e-09		2.080654e-09
0.13008		6.792328e-09		2.297194e-09
0.13031		7.065710e-09		2.262489e-09
0.13054		6.976177e-09		2.138931e-09
0.13077		6.821532e-09		2.279726e-09
0.13100		6.850525e-09		2.195967e-09
0.13123		6.731896e-09		2.145859e-09
0.13146		6.643719e-09		2.310116e-09
0.13169		6.891124e-09		2.046951e-09
0.13192		6.862472e-09		2.145928e-09
0.13215		6.407079e-09		2.314833e-09
0.13238		6.671407e-09		2.070929e-09
0.13261		6.713846e-09		1.915073e-09
0.13284		6.793577e-09		2.157684e-09
0.13307		6.401982e-09		2.090333e-09
0.13330		6.619972e-09		1.924999e-09
0.13353		6.755463e-09		1.957343e-09
0.13376		6.640959e-09		2.130220e-09
0.13399		6.620466e-09		2.063756e-09
0.13422		6.591460e-09		2.108630e-09
0.13445		6.493194e-09		2.273413e-09
0.13468		6.443911e-09		2.061876e-09
0.13491		6.233826e-09		2.148218e-09
0.13515		6.494615e-09		2.038163e-09
0.13538		6.421574e-09		2.114449e-09
0.13561		6.624102e-09		2.265894e-09
0.13584		6.332214e-09		1.916523e-09
0.13607		6.380110e-09		2.208576e-09
0.13630		6.303397e-09		1.875960e-09
0.13653		6.798444e-09		1.936072e-09
0.13676		6.597412e-09		2.111234e-09
0.13699		6.428658e-09		1.943879e-09
0.13722		6.464929e-09		1.974286e-09
0.13745		6.723583e-09		1.900033e-09
0.13768		5.692411e-09		2.018445e-09
0.13791		6.059247e-09		1.792385e-09
0.13814		6.212718e-09		2.107760e-09
0.13837		6.409336e-09		1.817877e-09
0.13860		6.480802e-09		2.123011e-09
0.13883		6.260138e-09		2.051436e-09
0.13906		6.300765e-09		1.919857e-09
0.13929		6.509368e-09		1.829049e-09
0.13952		5.926063e-09		1.976779e-09
0.13975		5.917636e-09		1.765569e-09
0.13998		6.006257e-09		1.896838e-09
0.14021		6.207636e-09		1.771061e-09
0.14044		6.215366e-09		1.935698e-09
0.14067		6.053372e-09		1.964461e-09
0.14090		6.157373e-09		1.920784e-09
0.14113		6.048342e-09		1.905227e-09
0.14136		5.933408e-09		1.821231e-09
0.14159		5.963929e-09		1.859327e-09
0.14182		6.020672e-09		1.746649e-09
0.14205		5.749306e-09		1.848150e-09
0.14228		5.993179e-09		1.885004e-09
0.14251		5.954328e-09		1.776452e-09
0.14274		5.868966e-09		1.826295e-09
0.14297		5.928241e-09		2.022208e-09
0.14320		5.883016e-09		2.054566e-09
0.14343		5.950595e-09		1.734452e-09
0.14366		6.118138e-09		1.773928e-09
0.14389		5.668261e-09		2.024396e-09
0.14412		5.633591e-09		1.964861e-09
0.14435		6.109707e-09		1.817006e-09
0.14458		5.762745e-09		1.823403e-09
0.14481		5.943839e-09		1.747869e-09
0.14505		5.593021e-09		1.775697e-09
0.14528		6.045892e-09		1.955021e-09
0.14551		5.715182e-09		1.805185e-09
0.14574		5.603892e-09		1.958332e-09
0.14597		5.854156e-09		1.799896e-09
0.14620		6.163211e-09		1.778466e-09
0.14643		5.740033e-09		1.720762e-09
0.14666		5.851329e-09		1.847579e-09
0.14689		5.777705e-09		1.779629e-09
0.14712		5.545116e-09		1.794007e-09
0.14735		5.486603e-09		1.769766e-09
0.14758		5.811774e-09		1.808650e-09
0.14781		5.576596e-09		1.682634e-09
0.14804		5.702113e-09		1.777481e-09
0.14827		5.625400e-09		1.913447e-09
0.14850		5.620699e-09		1.804419e-09
0.14873		5.623931e-09		1.853948e-09
0.14896		5.707373e-09		1.622652e-09
0.14919		5.390646e-09		1.646142e-09
0.14942		5.545351e-09		1.702313e-09
0.14965		5.346679e-09		1.675893e-09
